Date Time,Date Time(RAW),Total Online Devices,Total Online Devices(RAW),Speed Bad,Speed Bad(RAW),Speed Good,Speed Good(RAW),Speed Better,Speed Better(RAW),Experience Worse,Experience Worse(RAW),Experience Bad,Experience Bad(RAW),Experience Good,Experience Good(RAW),Experience Better,Experience Better(RAW),Downtime,Downtime(RAW),Coverage,Coverage(RAW)
21-10-2023 00:00:00 - 01:00:00,45219.95833,68 #,67.9833,"4,92 #",4.9167,12 #,12.1833,51 #,50.8833,0 #,0,"0,77 #",0.7667,"0,30 #",0.3,68 #,67.9833,0%,0,100%,10000
21-10-2023 01:00:00 - 02:00:00,45220,63 #,62.5,"4,28 #",4.2833,11 #,10.5833,48 #,47.6333,0 #,0,"0,90 #",0.9,"0,15 #",0.15,62 #,61.8833,0%,0,100%,10000
21-10-2023 02:00:00 - 03:00:00,45220.04167,58 #,57.6667,"4,33 #",4.3333,10 #,10.4167,43 #,42.9167,0 #,0,"0,02 #",0.0167,"0,07 #",0.0667,58 #,57.75,0%,0,100%,10000
21-10-2023 03:00:00 - 04:00:00,45220.08333,58 #,57.6,"4,05 #",4.05,10 #,10.4,43 #,43.15,0 #,0,0 #,0,"0,02 #",0.0167,58 #,57.65,0%,0,100%,10000
21-10-2023 04:00:00 - 05:00:00,45220.125,58 #,57.8667,"4,28 #",4.2833,"9,28 #",9.2833,44 #,44.3,0 #,0,"0,17 #",0.1667,0 #,0,58 #,58.4833,0%,0,100%,10000
21-10-2023 05:00:00 - 06:00:00,45220.16667,58 #,57.8333,4 #,4,"9,18 #",9.1833,45 #,44.65,0 #,0,"0,07 #",0.0667,"0,15 #",0.15,58 #,58.3667,0%,0,100%,10000
21-10-2023 06:00:00 - 07:00:00,45220.20833,57 #,56.8,"4,20 #",4.2,"9,85 #",9.85,43 #,42.75,0 #,0,"0,02 #",0.0167,0 #,0,58 #,57.5667,0%,0,100%,10000
21-10-2023 07:00:00 - 08:00:00,45220.25,58 #,57.5,"4,17 #",4.1667,"9,18 #",9.1833,44 #,44.15,0 #,0,"0,33 #",0.3333,0 #,0,58 #,57.7833,0%,0,100%,10000
21-10-2023 08:00:00 - 09:00:00,45220.29167,53 #,52.8167,"4,22 #",4.2167,"9,10 #",9.1,40 #,39.5,0 #,0,"0,25 #",0.25,"0,05 #",0.05,53 #,53.2833,0%,0,100%,10000
21-10-2023 09:00:00 - 10:00:00,45220.33333,52 #,52.0667,4 #,4,"7,17 #",7.1667,41 #,40.9,0 #,0,0 #,0,"0,02 #",0.0167,53 #,52.75,0%,0,100%,10000
21-10-2023 10:00:00 - 11:00:00,45220.375,55 #,55.1167,"4,22 #",4.2167,"7,42 #",7.4167,43 #,43.4833,0 #,0,"0,17 #",0.1667,"0,13 #",0.1333,55 #,55.3167,0%,0,100%,10000
21-10-2023 11:00:00 - 12:00:00,45220.41667,60 #,59.55,"4,52 #",4.5167,"9,07 #",9.0667,46 #,45.9667,0 #,0,"0,93 #",0.9333,"0,13 #",0.1333,60 #,59.5167,0%,0,100%,10000
21-10-2023 12:00:00 - 13:00:00,45220.45833,59 #,59.3667,"5,05 #",5.05,"9,72 #",9.7167,45 #,44.6,0 #,0,"0,48 #",0.4833,"0,27 #",0.2667,60 #,59.75,0%,0,100%,10000
21-10-2023 13:00:00 - 14:00:00,45220.5,63 #,62.65,"4,80 #",4.8,10 #,10.05,48 #,47.8,0 #,0,"0,67 #",0.6667,"0,15 #",0.15,63 #,63.35,0%,0,100%,10000
21-10-2023 14:00:00 - 15:00:00,45220.54167,65 #,65.45,"5,22 #",5.2167,10 #,10.4333,50 #,49.8,0 #,0,"0,50 #",0.5,"0,30 #",0.3,66 #,66.0167,0%,0,100%,10000
21-10-2023 15:00:00 - 16:00:00,45220.58333,65 #,64.9167,"5,45 #",5.45,12 #,12.3167,47 #,47.15,0 #,0,"0,35 #",0.35,"0,12 #",0.1167,65 #,65.4,0%,0,100%,10000
21-10-2023 16:00:00 - 17:00:00,45220.625,65 #,64.5,"5,05 #",5.05,11 #,10.55,49 #,48.9,0 #,0,"0,40 #",0.4,"0,38 #",0.3833,65 #,64.7,0%,0,100%,10000
21-10-2023 17:00:00 - 18:00:00,45220.66667,66 #,65.5167,"4,85 #",4.85,13 #,12.8167,48 #,47.85,0 #,0,"1,15 #",1.15,"0,33 #",0.3333,66 #,66.0667,0%,0,100%,10000
21-10-2023 18:00:00 - 19:00:00,45220.70833,66 #,65.5,"4,53 #",4.5333,12 #,12.0833,49 #,48.8833,0 #,0,"1,48 #",1.4833,"0,43 #",0.4333,65 #,64.8833,0%,0,100%,10000
21-10-2023 19:00:00 - 20:00:00,45220.75,65 #,65.3667,"4,58 #",4.5833,11 #,11.2167,50 #,49.5667,0 #,0,"1,17 #",1.1667,"0,37 #",0.3667,65 #,64.9,0%,0,100%,10000
21-10-2023 20:00:00 - 21:00:00,45220.79167,65 #,64.95,"4,28 #",4.2833,10 #,10.1333,51 #,50.5333,0 #,0,"1,18 #",1.1833,"0,10 #",0.1,65 #,65.3333,0%,0,100%,10000
21-10-2023 21:00:00 - 22:00:00,45220.83333,63 #,63.4333,"4,73 #",4.7333,10 #,10.15,49 #,48.55,0 #,0,"0,57 #",0.5667,"0,18 #",0.1833,63 #,63.1833,0%,0,100%,10000
21-10-2023 22:00:00 - 23:00:00,45220.875,61 #,60.5667,"4,78 #",4.7833,10 #,10.1,46 #,45.6833,0 #,0,"0,42 #",0.4167,"0,17 #",0.1667,61 #,60.7167,0%,0,100%,10000
21-10-2023 23:00:00 - 00:00:00,45220.91667,58 #,58.3333,"4,75 #",4.75,"9,88 #",9.8833,44 #,43.7,0 #,0,"0,77 #",0.7667,"0,07 #",0.0667,58 #,57.9167,0%,0,100%,10000
22-10-2023 00:00:00 - 01:00:00,45220.95833,57 #,57.0667,"4,25 #",4.25,"8,12 #",8.1167,45 #,44.7,0 #,0,"0,52 #",0.5167,"0,22 #",0.2167,57 #,56.65,0%,0,100%,10000
22-10-2023 01:00:00 - 02:00:00,45221,55 #,54.95,"4,07 #",4.0667,"8,77 #",8.7667,42 #,42.1167,0 #,0,"0,05 #",0.05,"0,08 #",0.0833,55 #,55.2,0%,0,100%,10000
22-10-2023 02:00:00 - 03:00:00,45221.04167,53 #,52.9333,"4,15 #",4.15,"8,07 #",8.0667,41 #,40.7167,0 #,0,0 #,0,"0,33 #",0.3333,53 #,52.9,0%,0,100%,10000
22-10-2023 03:00:00 - 04:00:00,45221.08333,51 #,50.5833,4 #,4,"6,40 #",6.4,40 #,40.1833,0 #,0,0 #,0,0 #,0,51 #,50.6833,0%,0,100%,10000
22-10-2023 04:00:00 - 05:00:00,45221.125,50 #,50.3667,4 #,4,"6,42 #",6.4167,40 #,39.95,0 #,0,"0,08 #",0.0833,"0,17 #",0.1667,51 #,50.5,0%,0,100%,10000
22-10-2023 05:00:00 - 06:00:00,45221.16667,51 #,50.85,"4,23 #",4.2333,"6,92 #",6.9167,40 #,39.7,0 #,0,"0,08 #",0.0833,"0,08 #",0.0833,51 #,50.7333,0%,0,100%,10000
22-10-2023 06:00:00 - 07:00:00,45221.20833,52 #,51.6,"4,02 #",4.0167,"7,10 #",7.1,40 #,40.4833,0 #,0,"0,17 #",0.1667,0 #,0,51 #,51.4667,0%,0,100%,10000
22-10-2023 07:00:00 - 08:00:00,45221.25,53 #,52.5667,"4,25 #",4.25,"7,68 #",7.6833,41 #,40.6333,0 #,0,"0,18 #",0.1833,0 #,0,52 #,52.4833,0%,0,100%,10000
22-10-2023 08:00:00 - 09:00:00,45221.29167,52 #,52.3167,"4,08 #",4.0833,"7,07 #",7.0667,41 #,41.1667,0 #,0,"0,20 #",0.2,0 #,0,52 #,52.15,0%,0,100%,10000
22-10-2023 09:00:00 - 10:00:00,45221.33333,53 #,52.95,"4,20 #",4.2,"7,63 #",7.6333,41 #,41.1167,0 #,0,0 #,0,"0,08 #",0.0833,54 #,53.9,0%,0,100%,10000
22-10-2023 10:00:00 - 11:00:00,45221.375,55 #,55.2833,"4,17 #",4.1667,"8,77 #",8.7667,42 #,42.35,0 #,0,"0,17 #",0.1667,"0,02 #",0.0167,56 #,56.1,0%,0,100%,10000
22-10-2023 11:00:00 - 12:00:00,45221.41667,58 #,58.2833,"4,67 #",4.6667,11 #,11.0333,43 #,42.5833,0 #,0,"0,53 #",0.5333,"0,08 #",0.0833,58 #,58.45,0%,0,100%,10000
22-10-2023 12:00:00 - 13:00:00,45221.45833,62 #,61.7333,"4,80 #",4.8,13 #,13.35,44 #,43.5833,0 #,0,"0,95 #",0.95,"0,27 #",0.2667,62 #,61.6833,0%,0,100%,10000
22-10-2023 13:00:00 - 14:00:00,45221.5,67 #,67.4833,"4,78 #",4.7833,15 #,15.4,47 #,47.3,0 #,0,"1,43 #",1.4333,"0,47 #",0.4667,67 #,67.3667,0%,0,100%,10000
22-10-2023 14:00:00 - 15:00:00,45221.54167,71 #,70.7,"6,42 #",6.4167,15 #,15.0667,49 #,49.2167,0 #,0,"1,25 #",1.25,"0,48 #",0.4833,71 #,70.5167,0%,0,100%,10000
22-10-2023 15:00:00 - 16:00:00,45221.58333,72 #,72.0167,"5,88 #",5.8833,19 #,18.55,48 #,47.5833,0 #,0,"2,25 #",2.25,"0,27 #",0.2667,71 #,71.25,0%,0,100%,10000
22-10-2023 16:00:00 - 17:00:00,45221.625,70 #,69.9333,"5,25 #",5.25,17 #,16.5167,48 #,48.1667,0 #,0,"1,20 #",1.2,"0,33 #",0.3333,71 #,70.5167,0%,0,100%,10000
22-10-2023 17:00:00 - 18:00:00,45221.66667,63 #,62.9833,"5,33 #",5.3333,14 #,14.1667,43 #,43.4833,0 #,0,"1,08 #",1.0833,"0,10 #",0.1,64 #,63.7333,0%,0,100%,10000
22-10-2023 18:00:00 - 19:00:00,45221.70833,66 #,66.05,"5,03 #",5.0333,15 #,15.3333,46 #,45.6833,0 #,0,"1,92 #",1.9167,"0,32 #",0.3167,66 #,65.5833,0%,0,100%,10000
22-10-2023 19:00:00 - 20:00:00,45221.75,71 #,71.25,"4,95 #",4.95,13 #,13.2667,53 #,53.0333,0 #,0,"1,73 #",1.7333,"0,25 #",0.25,71 #,71,0%,0,100%,10000
22-10-2023 20:00:00 - 21:00:00,45221.79167,70 #,69.6333,"5,23 #",5.2333,15 #,14.8667,50 #,49.5333,0 #,0,"1,62 #",1.6167,"0,17 #",0.1667,70 #,69.8667,0%,0,100%,10000
22-10-2023 21:00:00 - 22:00:00,45221.83333,66 #,66.4833,"4,40 #",4.4,12 #,11.7167,50 #,50.3667,0 #,0,"1,07 #",1.0667,"0,38 #",0.3833,66 #,66.05,0%,0,100%,10000
22-10-2023 22:00:00 - 23:00:00,45221.875,62 #,61.9833,"5,47 #",5.4667,13 #,12.7833,44 #,43.7333,0 #,0,"1,50 #",1.5,"0,57 #",0.5667,61 #,60.9167,0%,0,100%,10000
22-10-2023 23:00:00 - 00:00:00,45221.91667,55 #,54.85,"5,08 #",5.0833,"8,47 #",8.4667,41 #,41.3,0 #,0,"0,32 #",0.3167,"0,17 #",0.1667,55 #,54.7333,0%,0,100%,10000
23-10-2023 00:00:00 - 01:00:00,45221.95833,54 #,54.2167,"4,32 #",4.3167,"8,32 #",8.3167,42 #,41.5833,0 #,0,"0,60 #",0.6,"0,13 #",0.1333,54 #,53.7,0%,0,100%,10000
23-10-2023 01:00:00 - 02:00:00,45222,51 #,51.4,4 #,4,"9,30 #",9.3,38 #,38.1,0 #,0,"0,33 #",0.3333,"0,02 #",0.0167,51 #,51.1167,0%,0,100%,10000
23-10-2023 02:00:00 - 03:00:00,45222.04167,51 #,50.95,"4,38 #",4.3833,"8,45 #",8.45,38 #,38.1167,0 #,0,"0,15 #",0.15,0 #,0,51 #,50.9167,0%,0,100%,10000
23-10-2023 03:00:00 - 04:00:00,45222.08333,51 #,50.6833,"4,15 #",4.15,"7,40 #",7.4,39 #,39.1333,0 #,0,"0,22 #",0.2167,0 #,0,51 #,50.5167,0%,0,100%,10000
23-10-2023 04:00:00 - 05:00:00,45222.125,50 #,50.3673,"4,35 #",4.3469,"8,63 #",8.6327,37 #,37.3878,0 #,0,"0,27 #",0.2653,0 #,0,51 #,50.7959,0%,0,100%,10000
23-10-2023 05:00:00 - 06:00:00,45222.16667,50 #,49.95,"4,15 #",4.15,"7,17 #",7.1667,39 #,38.6333,0 #,0,"0,15 #",0.15,"0,08 #",0.0833,50 #,50.4,0%,0,100%,10000
23-10-2023 06:00:00 - 07:00:00,45222.20833,51 #,50.7833,"4,07 #",4.0667,"7,50 #",7.5,39 #,39.2167,0 #,0,0 #,0,0 #,0,51 #,51.4667,0%,0,100%,10000
23-10-2023 07:00:00 - 08:00:00,45222.25,54 #,54.4167,"4,25 #",4.25,"8,92 #",8.9167,41 #,41.25,0 #,0,"0,22 #",0.2167,"0,13 #",0.1333,55 #,54.8167,0%,0,100%,10000
23-10-2023 08:00:00 - 09:00:00,45222.29167,96 #,95.9333,"6,85 #",6.85,23 #,23.3833,66 #,65.7,0 #,0,"4,02 #",4.0167,"1,55 #",1.55,93 #,93.3833,0%,0,100%,10000
23-10-2023 09:00:00 - 10:00:00,45222.33333,313 #,312.8833,12 #,12.1667,67 #,67.0667,234 #,233.65,0 #,0,17 #,17.15,"4,25 #",4.25,298 #,298.4,0%,0,100%,10000
23-10-2023 10:00:00 - 11:00:00,45222.375,391 #,390.5167,13 #,12.7167,72 #,72.0833,306 #,305.7167,0 #,0,17 #,17.45,"3,63 #",3.6333,375 #,375.1167,0%,0,100%,10000
23-10-2023 11:00:00 - 12:00:00,45222.41667,373 #,373.339,10 #,10.1525,70 #,69.9661,293 #,293.2203,0 #,0,16 #,15.9322,"4,32 #",4.322,358 #,357.8136,0%,0,100%,10000
23-10-2023 12:00:00 - 13:00:00,45222.45833,349 #,348.9672,11 #,11.0328,78 #,77.6885,260 #,260.2459,0 #,0,17 #,17.4754,"4,49 #",4.4918,332 #,331.7377,0%,0,100%,10000
23-10-2023 13:00:00 - 14:00:00,45222.5,395 #,395.3,12 #,12,81 #,80.6,303 #,302.7,0 #,0,18 #,18.0667,"5,13 #",5.1333,380 #,379.55,0%,0,100%,10000
23-10-2023 14:00:00 - 15:00:00,45222.54167,395 #,395.1,15 #,14.7,71 #,70.7,310 #,309.7,0 #,0,16 #,15.7833,"4,18 #",4.1833,381 #,381.0167,0%,0,100%,10000
23-10-2023 15:00:00 - 16:00:00,45222.58333,385 #,384.6,12 #,12.3833,71 #,70.7,302 #,301.5167,0 #,0,14 #,14.2833,"4,12 #",4.1167,372 #,372.4333,0%,0,100%,10000
23-10-2023 16:00:00 - 17:00:00,45222.625,279 #,278.9333,14 #,13.5333,67 #,66.8833,199 #,198.5167,0 #,0,18 #,18.4667,"4,65 #",4.65,259 #,258.7667,0%,0,100%,10000
23-10-2023 17:00:00 - 18:00:00,45222.66667,168 #,167.8667,10 #,10.0333,39 #,38.5833,119 #,119.25,0 #,0,11 #,11.0833,"2,95 #",2.95,155 #,155.1833,0%,0,100%,10000
23-10-2023 18:00:00 - 19:00:00,45222.70833,95 #,94.5667,"7,12 #",7.1167,23 #,23.2667,64 #,64.1833,0 #,0,"3,77 #",3.7667,"0,78 #",0.7833,92 #,91.6,0%,0,100%,10000
23-10-2023 19:00:00 - 20:00:00,45222.75,75 #,74.65,"5,88 #",5.8833,14 #,13.6167,55 #,55.15,0 #,0,"1,27 #",1.2667,"0,27 #",0.2667,75 #,74.9,0%,0,100%,10000
23-10-2023 20:00:00 - 21:00:00,45222.79167,69 #,69.4667,"5,50 #",5.5,13 #,13.1833,51 #,50.7833,0 #,0,"1,03 #",1.0333,"0,27 #",0.2667,70 #,70.0333,0%,0,100%,10000
23-10-2023 21:00:00 - 22:00:00,45222.83333,67 #,66.7667,"5,93 #",5.9333,12 #,11.9667,49 #,48.8667,0 #,0,"0,57 #",0.5667,"0,23 #",0.2333,67 #,67.3167,0%,0,100%,10000
23-10-2023 22:00:00 - 23:00:00,45222.875,66 #,65.6667,"7,03 #",7.0333,"9,25 #",9.25,49 #,49.3833,0 #,0,"1,38 #",1.3833,"0,08 #",0.0833,65 #,64.6333,0%,0,100%,10000
23-10-2023 23:00:00 - 00:00:00,45222.91667,62 #,61.6167,"5,80 #",5.8,"8,93 #",8.9333,47 #,46.8833,0 #,0,"0,42 #",0.4167,"0,08 #",0.0833,62 #,61.5333,0%,0,100%,10000
24-10-2023 00:00:00 - 01:00:00,45222.95833,58 #,57.7167,"5,02 #",5.0167,"7,65 #",7.65,45 #,45.05,0 #,0,"0,02 #",0.0167,"0,10 #",0.1,58 #,57.8167,0%,0,100%,10000
24-10-2023 01:00:00 - 02:00:00,45223,57 #,56.6,"5,15 #",5.15,"6,42 #",6.4167,45 #,45.0333,0 #,0,0 #,0,0 #,0,57 #,56.8333,0%,0,100%,10000
24-10-2023 02:00:00 - 03:00:00,45223.04167,57 #,56.8667,"5,33 #",5.3333,"7,17 #",7.1667,44 #,44.3667,0 #,0,"0,33 #",0.3333,"0,08 #",0.0833,56 #,56.4833,0%,0,100%,10000
24-10-2023 03:00:00 - 04:00:00,45223.08333,56 #,56.35,"5,27 #",5.2667,"6,80 #",6.8,44 #,44.2833,0 #,0,"0,17 #",0.1667,"0,08 #",0.0833,57 #,56.7167,0%,0,100%,10000
24-10-2023 04:00:00 - 05:00:00,45223.125,56 #,55.8833,"5,30 #",5.3,"7,75 #",7.75,43 #,42.8333,0 #,0,"0,33 #",0.3333,0 #,0,56 #,56.2833,0%,0,100%,10000
24-10-2023 05:00:00 - 06:00:00,45223.16667,56 #,56.05,5 #,5,8 #,8,43 #,43.05,0 #,0,0 #,0,"0,17 #",0.1667,57 #,56.5333,0%,0,100%,10000
24-10-2023 06:00:00 - 07:00:00,45223.20833,57 #,56.7167,"5,37 #",5.3667,9 #,9,42 #,42.35,0 #,0,"0,07 #",0.0667,0 #,0,57 #,57.4167,0%,0,100%,10000
24-10-2023 07:00:00 - 08:00:00,45223.25,58 #,58.25,"5,40 #",5.4,10 #,10.0333,43 #,42.8167,0 #,0,"0,48 #",0.4833,"0,15 #",0.15,58 #,58.4667,0%,0,100%,10000
24-10-2023 08:00:00 - 09:00:00,45223.29167,95 #,94.5,"7,53 #",7.5333,24 #,23.7167,63 #,63.25,0 #,0,"4,30 #",4.3,"1,13 #",1.1333,92 #,92.2333,0%,0,100%,10000
24-10-2023 09:00:00 - 10:00:00,45223.33333,293 #,292.6667,11 #,11.2833,58 #,58.4667,223 #,222.9167,0 #,0,13 #,13.0667,"3,45 #",3.45,282 #,282.2,0%,0,100%,10000
24-10-2023 10:00:00 - 11:00:00,45223.375,382 #,381.95,13 #,12.5167,69 #,68.55,301 #,300.8833,0 #,0,14 #,13.95,"4,08 #",4.0833,369 #,369.3167,0%,0,100%,10000
24-10-2023 11:00:00 - 12:00:00,45223.41667,396 #,395.8167,13 #,13.4833,77 #,76.85,305 #,305.4833,0 #,0,18 #,18.4667,"4,78 #",4.7833,377 #,376.95,0%,0,100%,10000
24-10-2023 12:00:00 - 13:00:00,45223.45833,344 #,344.2333,15 #,14.8833,79 #,79.2667,250 #,250.0833,0 #,0,17 #,17.1333,"5,75 #",5.75,327 #,326.6833,0%,0,100%,10000
24-10-2023 13:00:00 - 14:00:00,45223.5,401 #,400.7333,13 #,13.15,83 #,83.3,304 #,304.2833,0 #,0,17 #,16.85,"4,60 #",4.6,387 #,386.6833,0%,0,100%,10000
24-10-2023 14:00:00 - 15:00:00,45223.54167,403 #,402.6333,13 #,12.8,73 #,72.6167,317 #,317.2167,0 #,0,14 #,13.9,"5,75 #",5.75,389 #,389.1833,0%,0,100%,10000
24-10-2023 15:00:00 - 16:00:00,45223.58333,392 #,392.3333,14 #,13.9833,75 #,74.7833,304 #,303.5667,0 #,0,17 #,17.0667,"5,08 #",5.0833,376 #,376.1667,0%,0,100%,10000
24-10-2023 16:00:00 - 17:00:00,45223.625,308 #,308.2333,14 #,13.7,75 #,75.2333,219 #,219.3,0 #,0,19 #,19.2667,"4,18 #",4.1833,290 #,289.9,0%,0,100%,10000
24-10-2023 17:00:00 - 18:00:00,45223.66667,192 #,191.6833,12 #,11.7167,54 #,53.7,126 #,126.2667,0 #,0,13 #,12.9667,"3,52 #",3.5167,178 #,177.5333,0%,0,100%,10000
24-10-2023 18:00:00 - 19:00:00,45223.70833,112 #,111.7167,"7,70 #",7.7,29 #,28.7667,75 #,75.25,0 #,0,"5,20 #",5.2,"1,37 #",1.3667,107 #,106.65,0%,0,100%,10000
24-10-2023 19:00:00 - 20:00:00,45223.75,88 #,88.0167,"5,80 #",5.8,20 #,19.6833,63 #,62.5333,0 #,0,"2,57 #",2.5667,"1,02 #",1.0167,87 #,87.3833,0%,0,100%,10000
24-10-2023 20:00:00 - 21:00:00,45223.79167,78 #,77.8167,"5,52 #",5.5167,15 #,14.6833,58 #,57.6167,0 #,0,"1,50 #",1.5,"0,37 #",0.3667,78 #,78.4667,0%,0,100%,10000
24-10-2023 21:00:00 - 22:00:00,45223.83333,73 #,73.2,"5,72 #",5.7167,13 #,12.9333,55 #,54.55,0 #,0,"0,50 #",0.5,"0,18 #",0.1833,74 #,74.1333,0%,0,100%,10000
24-10-2023 22:00:00 - 23:00:00,45223.875,69 #,68.7167,"4,25 #",4.25,11 #,11.45,53 #,53.0167,0 #,0,"0,40 #",0.4,"0,45 #",0.45,69 #,69.2167,0%,0,100%,10000
24-10-2023 23:00:00 - 00:00:00,45223.91667,66 #,65.7333,"5,25 #",5.25,"9,67 #",9.6667,51 #,50.8167,0 #,0,"0,30 #",0.3,0 #,0,67 #,67.0167,0%,0,100%,10000
25-10-2023 00:00:00 - 01:00:00,45223.95833,60 #,60.0833,"4,22 #",4.2167,"9,02 #",9.0167,47 #,46.85,0 #,0,"0,53 #",0.5333,"0,08 #",0.0833,60 #,59.95,0%,0,100%,10000
25-10-2023 01:00:00 - 02:00:00,45224,59 #,59.3667,"4,42 #",4.4167,"9,85 #",9.85,45 #,45.1,0 #,0,"0,22 #",0.2167,"0,08 #",0.0833,59 #,59.35,0%,0,100%,10000
25-10-2023 02:00:00 - 03:00:00,45224.04167,60 #,59.9167,"4,47 #",4.4667,"9,40 #",9.4,46 #,46.05,0 #,0,"0,27 #",0.2667,"0,08 #",0.0833,60 #,59.8167,0%,0,100%,10000
25-10-2023 03:00:00 - 04:00:00,45224.08333,60 #,59.6,"4,25 #",4.25,"8,05 #",8.05,47 #,47.3,0 #,0,"0,17 #",0.1667,0 #,0,60 #,59.65,0%,0,100%,10000
25-10-2023 04:00:00 - 05:00:00,45224.125,60 #,59.9167,"4,32 #",4.3167,10 #,10.3167,45 #,45.2833,0 #,0,"0,17 #",0.1667,"0,17 #",0.1667,60 #,60.4333,0%,0,100%,10000
25-10-2023 05:00:00 - 06:00:00,45224.16667,60 #,60.1667,"4,52 #",4.5167,"9,95 #",9.95,46 #,45.7,0 #,0,"0,27 #",0.2667,"0,17 #",0.1667,60 #,60.4,0%,0,100%,10000
25-10-2023 06:00:00 - 07:00:00,45224.20833,60 #,60.4167,"4,43 #",4.4333,"8,70 #",8.7,47 #,47.2833,0 #,0,"0,42 #",0.4167,"0,02 #",0.0167,61 #,60.7,0%,0,100%,10000
25-10-2023 07:00:00 - 08:00:00,45224.25,63 #,63.3833,"4,95 #",4.95,"9,83 #",9.8333,49 #,48.6,0 #,0,"0,53 #",0.5333,"0,12 #",0.1167,64 #,63.8167,0%,0,100%,10000
25-10-2023 08:00:00 - 09:00:00,45224.29167,87 #,87.2667,"5,52 #",5.5167,19 #,19.4167,62 #,62.3333,0 #,0,"2,88 #",2.8833,"0,90 #",0.9,87 #,86.7667,0%,0,100%,10000
25-10-2023 09:00:00 - 10:00:00,45224.33333,228 #,227.95,"8,97 #",8.9667,42 #,42.0167,177 #,176.9667,0 #,0,"8,98 #",8.9833,"2,53 #",2.5333,221 #,221.4167,0%,0,100%,10000
25-10-2023 10:00:00 - 11:00:00,45224.375,288 #,288.25,"9,55 #",9.55,52 #,51.9667,227 #,226.7333,0 #,0,10 #,10.2333,"2,77 #",2.7667,279 #,279.1333,0%,0,100%,10000
25-10-2023 11:00:00 - 12:00:00,45224.41667,304 #,303.65,10 #,10.1,58 #,58.3667,235 #,235.1833,0 #,0,13 #,12.5167,"3,80 #",3.8,291 #,291.25,0%,0,100%,10000
25-10-2023 12:00:00 - 13:00:00,45224.45833,295 #,295.3667,12 #,12.3833,66 #,66.05,217 #,216.9333,0 #,0,12 #,11.75,"3,35 #",3.35,285 #,285.1667,0%,0,100%,10000
25-10-2023 13:00:00 - 14:00:00,45224.5,380 #,380.1833,14 #,14,80 #,80.4,286 #,285.7833,0 #,0,16 #,15.5,"3,90 #",3.9,367 #,366.7833,0%,0,100%,10000
25-10-2023 14:00:00 - 15:00:00,45224.54167,375 #,375.4,13 #,12.65,74 #,74.15,289 #,288.6,0 #,0,15 #,15.3667,"5,73 #",5.7333,359 #,358.9667,0%,0,100%,10000
25-10-2023 15:00:00 - 16:00:00,45224.58333,359 #,359.2833,12 #,11.6333,63 #,63.2333,284 #,284.4167,0 #,0,12 #,11.8833,"2,95 #",2.95,348 #,347.9667,0%,0,100%,10000
25-10-2023 16:00:00 - 17:00:00,45224.625,263 #,263.1833,13 #,12.5833,66 #,65.7333,185 #,184.8667,0 #,0,21 #,20.5167,"4,53 #",4.5333,241 #,240.5167,0%,0,100%,10000
25-10-2023 17:00:00 - 18:00:00,45224.66667,153 #,152.8,"8,85 #",8.85,37 #,37.25,107 #,106.7,0 #,0,"8,80 #",8.8,"2,80 #",2.8,143 #,143.1,0%,0,100%,10000
25-10-2023 18:00:00 - 19:00:00,45224.70833,97 #,96.8,"5,98 #",5.9833,21 #,20.75,70 #,70.0667,0 #,0,"2,67 #",2.6667,"0,95 #",0.95,96 #,96.2333,0%,0,100%,10000
25-10-2023 19:00:00 - 20:00:00,45224.75,84 #,83.5,"5,08 #",5.0833,16 #,15.8167,63 #,62.6,0 #,0,"0,75 #",0.75,"0,25 #",0.25,86 #,86.2167,0%,0,100%,10000
25-10-2023 20:00:00 - 21:00:00,45224.79167,83 #,83.4,"5,25 #",5.25,15 #,15.3833,63 #,62.7667,0 #,0,"1,77 #",1.7667,"0,17 #",0.1667,85 #,84.5167,0%,0,100%,10000
25-10-2023 21:00:00 - 22:00:00,45224.83333,80 #,79.8667,"5,10 #",5.1,14 #,13.6167,61 #,61.15,0 #,0,"0,33 #",0.3333,"0,23 #",0.2333,81 #,80.6833,0%,0,100%,10000
25-10-2023 22:00:00 - 23:00:00,45224.875,74 #,74.3667,"5,20 #",5.2,12 #,11.8167,57 #,57.35,0 #,0,"1,18 #",1.1833,"0,23 #",0.2333,74 #,73.8833,0%,0,100%,10000
25-10-2023 23:00:00 - 00:00:00,45224.91667,72 #,71.9,"4,70 #",4.7,11 #,10.7667,56 #,56.4333,0 #,0,"0,57 #",0.5667,"0,10 #",0.1,72 #,72.25,0%,0,100%,10000
26-10-2023 00:00:00 - 01:00:00,45224.95833,67 #,66.8833,"4,45 #",4.45,"8,73 #",8.7333,54 #,53.7,0 #,0,"0,25 #",0.25,"0,08 #",0.0833,67 #,67.3,0%,0,100%,10000
26-10-2023 01:00:00 - 02:00:00,45225,63 #,63.35,"4,13 #",4.1333,"8,62 #",8.6167,51 #,50.6,0 #,0,0 #,0,"0,08 #",0.0833,64 #,63.9167,0%,0,100%,10000
26-10-2023 02:00:00 - 03:00:00,45225.04167,63 #,63.45,"4,42 #",4.4167,"8,42 #",8.4167,51 #,50.6167,0 #,0,0 #,0,"0,10 #",0.1,64 #,64.2333,0%,0,100%,10000
